사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2024-10,8호선,2813,강동구청,"237,447","243,047","75,678","76,585"
2024-10,8호선,2814,몽촌토성(평화의문),"192,694","196,014","43,732","42,974"
2024-10,8호선,2815,잠실(송파구청),"453,845","545,929","91,333","91,155"
2024-10,8호선,2816,석촌,"196,979","236,758","62,762","65,862"
2024-10,8호선,2817,송파,"209,793","203,544","74,595","73,619"
2024-10,8호선,2818,가락시장,"176,048","201,016","72,190","73,508"
2024-10,8호선,2819,문정,"545,252","570,527","70,779","70,045"
2024-10,8호선,2820,장지,"422,788","385,921","97,194","91,396"
2024-10,8호선,2821,복정,"250,383","211,257","49,807","45,257"
2024-10,8호선,2822,산성,"152,031","151,905","40,161","43,749"
2024-10,8호선,2823,남한산성입구(성남법원.검찰청),"333,849","302,216","86,618","81,893"
2024-10,8호선,2824,단대오거리,"280,963","263,951","83,429","80,687"
2024-10,8호선,2825,신흥,"111,256","114,397","44,372","46,248"
2024-10,8호선,2826,수진,"120,523","108,686","49,847","48,853"
2024-10,8호선,2827,모란,"96,407","77,793","67,796","53,367"
2024-10,8호선,2828,남위례,"185,980","184,975","40,487","38,912"
2024-10,9호선,4101,개화,"67,770","46,459","15,385","12,528"
2024-10,9호선,4102,김포공항,"174,274","288,909","19,100","27,584"
2024-10,9호선,4103,공항시장,"66,628","69,668","27,240","29,258"
2024-10,9호선,4104,신방화,"158,134","152,345","52,660","52,805"
2024-10,9호선,4105,마곡나루(서울식물원),"370,435","366,024","45,116","44,147"
2024-10,9호선,4106,양천향교,"243,352","245,845","52,286","51,733"
2024-10,9호선,4107,가양,"509,084","499,197","152,730","150,472"
2024-10,9호선,4108,증미,"185,215","176,607","41,992","41,900"
2024-10,9호선,4109,등촌,"266,442","249,743","93,570","94,822"
2024-10,9호선,4110,염창,"443,949","424,197","86,087","84,323"
2024-10,9호선,4111,신목동,"105,619","91,647","28,455","26,844"
2024-10,9호선,4112,선유도,"221,084","206,394","37,509","37,106"
2024-10,9호선,4113,당산,"484,020","477,249","78,211","72,179"
2024-10,9호선,4114,국회의사당,"415,130","428,142","65,979","59,640"
2024-10,9호선,4115,여의도,"799,692","783,463","58,344","54,609"
2024-10,9호선,4116,샛강,"169,251","159,014","33,536","33,006"
2024-10,9호선,4117,노량진,"722,413","719,425","97,378","97,494"
2024-10,9호선,4118,노들,"139,612","116,324","38,162","34,995"
2024-10,9호선,4119,흑석(중앙대입구),"229,474","232,588","63,870","63,578"
2024-10,9호선,4120,동작(현충원),"46,207","39,384","15,561","13,911"
2024-10,9호선,4121,구반포,"29,786","28,866","9,947","9,682"
2024-10,9호선,4122,신반포,"105,078","102,312","32,463","32,847"
2024-10,9호선,4123,고속터미널,"427,658","595,048","78,060","94,561"
2024-10,9호선,4124,사평,"91,800","86,865","27,169","27,491"
2024-10,9호선,4125,신논현,"863,544","879,093","59,276","57,630"
2024-10,공항철도 1호선,4201,서울역,"425,011","379,653","42,417","38,684"
2024-10,공항철도 1호선,4202,공덕,"80,618","106,226","9,941","11,720"
2024-10,공항철도 1호선,4203,홍대입구,"470,132","444,625","22,576","20,442"
2024-10,공항철도 1호선,4204,디지털미디어시티,"365,431","343,447","32,533","30,551"
2024-10,공항철도 1호선,4206,마곡나루(서울식물원),"287,105","277,809","20,517","19,842"
2024-10,공항철도 1호선,4207,김포공항,"262,617","156,740","25,166","16,284"
2024-10,공항철도 1호선,4208,계양,"359,188","338,657","44,790","42,590"
2024-10,공항철도 1호선,4209,검암,"174,821","181,769","20,069","21,608"
2024-10,공항철도 1호선,4210,청라국제도시,"208,240","198,098","17,690","17,494"
2024-10,공항철도 1호선,4211,운서,"265,857","280,241","35,117","35,469"
2024-10,공항철도 1호선,4212,공항화물청사,"47,683","52,990","10,154","10,095"
2024-10,공항철도 1호선,4213,인천공항1터미널,"438,752","415,829","45,133","40,546"
2024-10,공항철도 1호선,4215,인천공항2터미널,"215,730","183,595","20,901","17,584"
2024-10,공항철도 1호선,4217,영종,"107,318","109,611","26,448","26,467"
2024-10,9호선2~3단계,4126,언주,"298,529","304,003","33,942","33,535"
2024-10,9호선2~3단계,4127,선정릉,"252,946","276,952","30,861","31,804"
2024-10,9호선2~3단계,4128,삼성중앙,"187,507","193,567","31,799","31,131"
2024-10,9호선2~3단계,4129,봉은사,"559,641","592,045","59,792","56,938"
2024-10,9호선2~3단계,4130,종합운동장,"131,918","129,193","24,726","22,552"
2024-10,9호선2~3단계,4131,삼전,"193,118","177,561","47,162","45,851"
2024-10,9호선2~3단계,4132,석촌고분,"167,348","159,745","46,375","46,879"
2024-10,9호선2~3단계,4133,석촌,"246,632","218,326","48,116","42,779"
2024-10,9호선2~3단계,4134,송파나루,"134,524","142,188","33,213","35,203"
2024-10,9호선2~3단계,4135,한성백제,"77,501","66,722","20,952","18,380"
2024-10,9호선2~3단계,4136,올림픽공원(한국체대),"234,778","242,492","36,073","36,415"
2024-10,9호선2~3단계,4137,둔촌오륜,"29,959","29,040","9,179","10,116"
2024-10,9호선2~3단계,4138,중앙보훈병원,"260,481","222,922","90,336","87,692"
2024-10,우이신설선,4701,북한산우이,"72,802","64,518","43,653","45,216"
2024-10,우이신설선,4702,솔밭공원,"48,376","42,913","33,437","34,961"
2024-10,우이신설선,4703,4.19민주묘지,"76,124","74,269","43,086","38,349"
2024-10,우이신설선,4704,가오리,"75,339","71,973","53,284","54,523"
2024-10,우이신설선,4705,화계,"60,844","55,359","52,131","52,203"
2024-10,우이신설선,4706,삼양,"35,998","36,508","32,067","34,974"
2024-10,우이신설선,4707,삼양사거리,"38,671","38,837","41,683","41,136"
2024-10,우이신설선,4708,솔샘,"130,630","118,450","45,194","46,972"
2024-10,우이신설선,4709,북한산보국문,"147,925","134,718","51,020","49,902"
2024-10,우이신설선,4710,정릉,"96,471","83,637","53,283","49,704"
2024-10,우이신설선,4711,성신여대입구(돈암),"77,233","89,294","35,381","33,655"
2024-10,우이신설선,4712,보문,"33,946","33,911","17,765","18,026"
2024-10,우이신설선,4713,신설동,"39,872","39,600","35,823","31,530"
2024-10,신림선,4401,샛강,"67,084","82,995","16,962","16,023"
2024-10,신림선,4402,대방,"74,360","48,325","20,354","16,301"
2024-10,신림선,4403,서울지방병무청,"64,958","68,824","27,563","29,846"
2024-10,신림선,4404,보라매,"100,174","89,526","28,420","25,348"
2024-10,신림선,4405,보라매공원,"46,876","51,241","19,477","20,530"
2024-10,신림선,4406,보라매병원,"148,745","157,761","59,218","58,769"
2024-10,신림선,4407,당곡,"99,587","95,208","43,458","42,956"
2024-10,신림선,4408,신림,"44,076","54,824","21,088","23,626"
2024-10,신림선,4409,서원,"77,521","64,256","27,747","26,898"
2024-10,신림선,4410,서울대벤처타운,"218,850","192,182","73,195","72,718"
2024-10,신림선,4411,관악산(서울대),"69,121","71,296","44,107","43,717"
